,Age,workclass,A,education,education-num,marital status,occupation,relation,race,sex,captial-gain,captial-loss,hours-per-week,native-country,class
13434,38,1,190895,8,13,0,9,2,3,1,7298,0,50,15,1
13435,18,1,126021,10,9,2,5,5,3,0,0,0,20,15,0
13436,47,1,27815,2,5,3,2,1,3,0,0,1719,30,15,0
13437,42,1,203542,10,9,2,5,1,3,1,0,0,40,15,0
13438,29,1,144592,8,13,2,10,5,3,1,0,0,40,15,0
13439,38,0,223004,3,10,3,6,1,3,1,0,0,75,15,0
13440,22,1,183257,3,10,2,10,5,0,0,0,0,20,15,0
13441,32,1,172714,10,9,2,5,5,3,1,0,0,40,15,0
13442,20,1,131611,3,10,2,3,5,3,1,0,0,48,15,0
13443,41,1,253060,11,15,0,10,2,3,1,0,0,50,15,0
13444,46,1,471990,10,9,0,1,2,0,1,0,0,46,15,1
13445,44,1,138966,10,9,0,3,4,3,0,0,0,38,15,0
13446,35,1,385412,8,13,2,3,1,3,0,0,0,40,15,0
13447,18,8,184101,3,10,2,14,5,3,1,0,0,25,15,0
13448,60,1,103344,10,9,0,5,2,3,1,15024,0,40,15,1
13449,36,0,135786,2,5,0,5,2,3,1,0,0,25,15,0
13450,30,1,227359,3,10,2,5,3,3,1,0,0,40,15,0
13451,40,6,86912,6,16,0,11,2,3,1,0,0,50,15,1
13452,21,1,83033,3,10,2,3,5,3,0,2176,0,20,15,0
13453,25,1,172581,8,13,2,11,1,3,0,0,0,40,15,0
13454,56,6,274111,1,14,3,11,1,3,1,0,1669,40,15,0
13455,42,1,187795,3,10,0,9,2,3,1,99999,0,55,15,1
13456,26,1,483822,15,4,2,13,3,3,1,0,0,40,36,0
13457,66,3,220543,10,9,0,3,4,3,0,0,0,40,15,1
13458,48,1,152953,15,4,0,5,2,3,1,0,0,32,32,0
13459,35,1,239755,3,10,2,10,3,3,1,0,0,50,15,0
13460,41,1,177905,1,14,0,11,2,3,1,0,0,45,15,1
13461,19,1,200136,3,10,2,10,5,3,0,0,0,20,15,0
13462,55,5,111625,10,9,0,10,2,3,1,0,0,40,15,0
13463,42,5,336513,8,13,0,5,2,3,1,15024,0,60,15,1
13464,45,1,162915,3,10,3,1,1,3,1,0,0,50,15,0
13465,29,1,116662,8,13,2,13,1,3,1,0,0,40,15,0
13466,42,5,24763,6,16,0,11,2,3,1,15024,0,40,15,1
13467,65,1,225580,10,9,3,10,1,3,0,0,0,20,15,0
13468,30,1,169104,4,12,2,2,0,4,1,0,0,40,26,0
13469,43,1,212894,3,10,0,5,2,3,1,0,0,40,15,0
13470,61,1,93997,15,4,0,12,2,3,1,0,0,40,34,0
13471,22,1,189924,3,10,2,2,1,3,0,0,0,50,15,0
13472,23,1,274424,13,7,4,2,3,3,0,0,0,40,15,0
13473,34,1,188246,10,9,0,12,2,3,1,0,0,40,15,0
13474,51,1,284211,10,9,5,11,3,3,0,0,0,35,15,0
13475,21,1,198259,3,10,2,3,5,3,0,0,0,15,15,0
13476,31,1,368517,4,12,2,11,1,4,1,0,0,40,15,0
13477,34,1,168768,4,12,2,3,1,3,0,0,0,35,15,0
13478,33,2,122220,3,10,0,9,4,0,0,0,0,40,15,1
13479,32,1,136204,1,14,4,9,1,3,1,0,2824,55,15,1
13480,44,1,175641,13,7,0,10,2,3,1,0,0,40,15,1
13481,21,6,173324,3,10,2,2,5,0,1,0,0,20,15,0
13482,75,0,31195,10,9,3,3,1,3,0,0,0,20,15,0
13483,55,2,88876,1,14,0,9,2,4,1,0,0,60,15,1
13484,43,5,176069,10,9,0,2,4,3,0,0,0,16,15,0
13485,31,1,215297,10,9,0,5,2,3,1,0,0,45,15,0
13486,41,1,198425,3,10,0,5,2,3,1,0,0,45,15,0
13487,26,0,180957,1,14,2,11,1,3,1,0,0,50,15,0
13488,23,1,206129,5,11,2,5,3,0,0,0,0,40,15,0
13489,42,2,65950,10,9,3,3,3,0,0,0,0,40,15,0
13490,29,1,197618,10,9,2,3,1,3,0,0,0,40,15,0
13491,21,1,185357,10,9,2,3,1,3,1,0,0,50,15,0
13492,28,1,134890,8,13,2,9,5,3,1,0,0,40,15,0
13493,64,8,193043,10,9,0,14,2,3,1,0,0,40,15,0
13494,35,2,153633,3,10,2,2,3,0,0,0,0,40,15,0
13495,65,1,115890,8,13,0,1,2,3,1,0,0,20,15,0
13496,34,1,394447,8,13,2,11,1,3,1,2463,0,50,19,0
13497,58,1,343957,8,13,3,10,1,3,1,0,0,50,15,0
13498,63,8,247986,11,15,0,14,2,3,1,0,0,30,15,1
13499,50,1,238959,8,13,0,10,2,3,1,99999,0,60,25,1
13500,59,1,159048,10,9,3,2,1,3,0,0,0,40,15,0
13501,46,1,423222,8,13,0,9,2,3,1,7688,0,40,15,1
13502,30,1,89735,5,11,0,11,2,3,1,0,0,40,15,1
13503,28,1,31778,8,13,2,13,5,3,1,0,0,40,15,0
13504,51,8,157327,9,3,0,14,2,0,1,0,0,8,15,0
13505,47,1,233511,1,14,3,10,1,3,1,27828,0,60,15,1
13506,30,1,327112,8,13,3,10,1,3,1,0,1564,40,15,1
13507,34,1,236543,10,9,2,5,5,3,1,0,0,40,15,0
13508,51,6,194475,3,10,3,11,1,3,0,0,0,40,15,0
13509,41,1,303510,10,9,0,9,2,3,1,0,0,40,15,0
13510,57,1,171242,3,10,0,11,2,3,1,0,0,40,15,1
13511,28,5,39388,5,11,0,7,2,3,1,0,0,60,15,0
13512,62,0,197218,10,9,5,2,1,3,0,0,0,18,15,0
13513,22,6,151991,3,10,2,0,5,3,1,0,0,20,15,0
13514,38,1,374524,8,13,0,11,2,3,1,0,0,40,15,1
13515,34,8,267352,13,7,2,14,1,3,1,0,0,30,15,0
13516,45,0,364563,10,9,0,1,2,3,1,0,0,40,15,1
13517,37,1,186035,4,12,0,5,2,3,1,0,0,55,15,0
13518,21,1,47541,10,9,3,12,0,3,1,0,0,40,15,0
13519,49,1,151107,10,9,2,5,1,0,1,0,0,40,15,0
13520,24,1,500509,10,9,2,2,5,0,1,0,0,40,15,0
13521,47,1,138107,8,13,3,9,1,3,1,0,2258,40,15,1
13522,20,2,225515,3,10,2,0,5,3,0,0,0,24,15,0
13523,27,1,153291,11,15,0,11,4,3,0,0,0,50,15,1
13524,40,1,169885,10,9,4,2,1,3,0,0,0,40,15,0
13525,19,8,112780,3,10,2,14,5,3,0,0,0,30,15,0
13526,31,0,175778,8,13,3,11,1,3,0,0,0,40,15,0
13527,43,1,55213,10,9,0,12,2,3,1,0,1977,52,15,1
13528,48,1,38950,8,13,0,9,2,3,1,15024,0,50,15,1
13529,64,5,65991,10,9,0,7,2,3,1,7298,0,45,15,1
13530,39,1,174330,10,9,4,5,3,3,1,0,0,40,15,0
13531,50,1,35224,10,9,0,5,2,3,1,0,0,40,15,0
13532,52,1,175622,5,11,3,2,3,3,0,0,0,40,15,0
13533,44,1,164678,1,14,0,11,4,3,0,0,0,45,15,0
13534,50,8,87263,10,9,0,14,2,3,1,0,0,55,15,1
13535,54,1,163671,10,9,0,1,2,3,1,0,1887,65,15,1
13536,17,5,181317,14,6,2,7,5,3,1,0,0,35,15,0
13537,33,2,177945,10,9,0,3,2,0,1,0,0,40,15,0
13538,28,1,47168,14,6,2,12,5,3,0,0,0,40,15,0
13539,39,5,190023,8,13,0,10,2,3,1,0,0,60,15,0
13540,33,1,168782,5,11,2,5,3,3,1,0,0,40,15,0
13541,59,1,175290,15,4,2,2,0,3,1,0,0,32,15,0
13542,74,1,145463,0,2,5,8,1,0,0,0,0,15,15,0
13543,54,1,159755,3,10,0,6,2,3,1,0,0,40,15,1
13544,31,1,113364,4,12,0,12,2,3,1,0,0,55,15,0
13545,31,1,487742,3,10,4,10,3,3,0,0,0,40,15,0
13546,20,1,304710,3,10,2,10,5,4,0,0,0,20,15,0
13547,54,0,185846,1,14,0,11,2,3,1,0,1977,40,15,1
13548,42,1,212894,5,11,0,3,2,3,1,2407,0,40,15,0
13549,57,5,315460,11,15,0,11,2,3,1,0,0,36,15,0
13550,49,1,135643,10,9,5,5,3,4,0,0,0,40,35,0
13551,40,1,220977,6,16,0,9,2,4,1,3103,0,40,28,1
13552,19,8,117444,10,9,2,14,5,3,1,0,0,30,15,0
13553,38,1,202683,10,9,2,3,1,3,1,0,0,40,15,0
13554,39,1,164866,10,9,0,12,2,3,1,0,0,42,15,1
13555,43,1,191814,4,12,0,10,2,3,1,7688,0,50,15,1
13556,32,8,227160,3,10,3,14,1,3,1,0,0,40,15,0
13557,57,1,158077,8,13,0,10,4,3,0,0,0,40,15,0
13558,38,1,191103,11,15,0,11,2,3,1,0,0,99,15,1
13559,25,1,193701,8,13,2,2,1,3,0,0,0,38,15,0
13560,40,1,143046,8,13,2,11,1,3,0,0,0,45,15,0
13561,34,1,206297,8,13,0,9,2,3,1,0,0,48,15,1
13562,35,5,188563,10,9,3,7,5,3,1,0,0,50,15,0
13563,53,1,35102,3,10,3,3,1,3,0,0,0,34,15,0
13564,21,1,203055,3,10,2,12,3,3,1,0,0,40,15,0
13565,43,1,309932,8,13,0,5,2,3,1,0,0,40,15,0
13566,43,5,243432,10,9,0,5,2,3,1,0,0,60,15,0
13567,22,1,177107,5,11,2,11,3,0,0,0,0,35,15,0
13568,64,5,113929,10,9,0,10,2,3,1,0,0,35,15,0
13569,19,8,291509,12,8,2,14,5,3,1,0,0,28,15,0
13570,40,1,222011,1,14,2,11,1,3,0,3325,0,40,15,0
13571,34,1,186824,10,9,0,13,2,3,1,0,0,70,15,0
13572,46,1,192768,10,9,0,3,4,3,0,0,0,40,15,0
13573,35,1,234962,10,9,2,12,0,3,1,0,0,40,41,0
13574,32,1,83253,3,10,0,1,2,3,1,0,0,60,15,0
13575,26,1,248990,3,10,2,5,5,3,1,0,0,40,15,0
13576,25,1,346159,10,9,2,5,1,3,1,0,0,40,15,0
13577,55,1,272656,8,13,0,0,2,3,1,0,0,55,15,1
13578,22,1,60552,3,10,2,10,5,3,0,0,0,40,15,0
13579,29,6,33798,3,10,3,3,5,3,1,0,0,20,15,0
13580,38,5,112158,10,9,0,9,2,3,1,0,0,99,15,0
13581,55,1,200992,3,10,5,2,1,3,0,0,0,35,15,0
13582,26,1,98155,10,9,0,9,2,3,1,0,0,40,15,0
13583,34,3,79586,8,13,2,11,1,1,1,0,0,60,15,0
13584,25,6,143062,10,9,2,3,5,3,0,0,0,40,15,0
13585,39,1,101146,10,9,3,11,1,3,0,4650,0,40,15,0
13586,18,8,284450,13,7,2,14,5,3,1,0,0,25,15,0
13587,58,6,159021,2,5,0,7,2,3,1,0,0,40,15,0
13588,34,0,353270,5,11,2,5,5,3,0,0,0,40,15,0
13589,29,5,162312,3,10,2,9,5,4,1,0,0,45,35,0
13590,49,6,231961,6,16,3,11,3,3,1,0,0,50,15,1
13591,38,1,181943,8,13,2,3,1,3,0,0,0,35,15,0
13592,21,1,163595,3,10,2,2,5,3,1,0,0,35,15,0
13593,28,1,130856,8,13,0,11,2,3,1,0,0,40,15,1
13594,42,1,208875,3,10,0,9,4,3,0,0,0,40,27,1
13595,29,5,58744,4,12,2,2,5,3,1,0,0,60,15,0
13596,48,1,116641,10,9,3,3,3,3,0,0,0,45,15,0
13597,40,1,69333,8,13,0,7,2,3,1,0,0,40,15,0
13598,36,1,320811,3,10,0,5,2,3,1,0,0,40,15,1
13599,34,1,197886,8,13,0,10,2,3,1,0,0,60,15,1
13600,57,5,253914,0,2,0,10,2,3,1,0,0,35,41,0
13601,24,1,89154,2,5,2,2,1,3,1,0,0,40,27,0
13602,32,1,372317,2,5,4,2,3,3,0,0,0,23,41,0
13603,18,5,296090,10,9,2,10,5,3,1,0,0,48,25,0
13604,39,1,192614,10,9,0,1,2,3,1,0,0,56,15,0
13605,39,1,403489,13,7,3,1,5,3,1,0,0,40,15,0
13606,18,1,169652,13,7,2,2,5,3,0,0,0,12,15,0
13607,20,1,217467,3,10,2,5,5,3,1,0,0,40,15,0
13608,27,8,162104,2,5,2,14,5,3,0,0,0,40,15,0
13609,54,1,175912,14,6,0,1,2,3,1,0,0,40,15,0
13610,40,5,179533,10,9,0,1,2,3,1,0,0,75,15,1
13611,27,1,149624,3,10,0,3,2,3,1,0,0,30,15,0
13612,27,1,289147,10,9,2,12,5,3,0,0,0,40,15,0
13613,43,2,347720,8,13,2,0,1,3,1,0,0,50,15,0
13614,22,1,406978,8,13,2,9,0,3,0,0,0,40,15,0
13615,17,1,193199,13,7,2,10,3,3,0,0,0,12,22,0
13616,37,3,163998,4,12,0,10,2,3,1,0,0,50,15,1
13617,49,1,173115,14,6,4,9,1,0,1,4416,0,99,15,0
13618,33,1,333701,5,11,2,2,3,0,1,0,0,40,15,0
13619,21,6,48121,3,10,2,9,5,3,1,0,1602,10,15,0
13620,45,1,186256,10,9,3,5,1,3,1,0,0,40,15,0
13621,33,1,104525,10,9,0,13,2,3,1,0,0,40,15,0
13622,25,1,104097,8,13,0,5,2,3,1,2829,0,60,15,0
13623,71,1,212806,10,9,0,10,2,3,1,0,0,36,15,0
13624,23,0,203353,8,13,2,11,5,3,0,0,0,45,15,0
13625,41,1,130126,11,15,0,11,2,3,1,0,0,80,15,1
13626,21,8,270043,14,6,2,14,3,3,0,0,0,30,15,0
13627,47,1,218435,10,9,6,10,3,3,0,0,0,20,38,0
13628,30,1,154120,8,13,2,10,1,3,1,0,0,65,15,0
13629,40,1,193537,3,10,0,3,4,3,0,0,0,40,32,0
13630,44,1,84535,3,10,3,10,3,3,0,0,0,48,15,0
13631,50,1,150999,1,14,0,11,2,3,1,0,1977,40,15,1
13632,31,6,157673,10,9,0,7,2,3,1,0,0,40,15,0
13633,68,1,217424,10,9,0,6,2,3,1,0,0,24,15,0
13634,45,1,358886,12,8,0,3,2,3,1,2407,0,50,15,0
13635,38,1,186191,8,13,2,11,5,3,1,0,0,40,15,0
13636,78,3,212660,13,7,0,9,2,3,1,0,0,10,15,0
13637,31,3,31740,5,11,0,7,2,3,1,0,0,55,15,0
13638,39,1,498785,10,9,3,3,1,3,1,0,0,40,15,0
13639,36,5,35945,15,4,0,12,2,3,1,7298,0,45,15,1
13640,46,0,162566,1,14,3,11,3,3,0,0,0,50,5,0
13641,30,1,118861,3,10,0,3,2,4,1,0,0,50,15,1
13642,34,1,206609,3,10,2,10,3,3,1,0,0,35,15,0
13643,30,2,423064,10,9,4,3,0,0,1,0,0,35,15,0
13644,47,1,191957,8,13,0,10,2,0,1,0,0,40,15,1
13645,40,1,223934,3,10,0,3,4,3,0,0,0,17,15,1
13646,62,8,129246,10,9,0,14,2,3,1,0,0,40,15,0
13647,44,5,195486,10,9,0,10,2,0,1,0,0,70,4,0
13648,40,1,114580,10,9,3,5,0,3,0,0,0,40,26,0
13649,20,1,119215,3,10,2,1,5,3,1,0,0,40,15,0
13650,45,1,240554,8,13,0,9,2,3,1,0,0,40,15,1
13651,55,1,199067,8,13,0,9,2,3,1,15024,0,42,15,1
13652,51,1,144084,10,9,2,12,5,3,0,0,0,40,15,0
13653,38,1,358682,3,10,0,13,2,3,1,0,0,40,15,0
13654,49,0,59612,1,14,0,11,2,3,1,0,0,40,15,1
13655,49,6,391585,8,13,0,9,2,3,1,15024,0,40,15,1
13656,30,0,101345,10,9,4,2,3,3,0,0,0,26,15,0
13657,20,1,117618,3,10,2,9,5,3,1,0,0,40,15,0
13658,34,1,231238,2,5,4,7,3,0,1,0,0,40,15,0
13659,42,0,143046,10,9,5,1,3,3,0,0,0,40,15,0
13660,46,1,326857,1,14,0,10,2,3,1,0,2415,65,15,1
13661,43,1,203642,8,13,2,11,1,3,0,0,0,40,15,1
13662,62,1,88579,10,9,2,3,1,3,0,0,0,38,15,0
13663,21,1,240517,3,10,2,12,5,3,0,0,0,70,15,0
13664,58,0,156649,0,2,5,13,3,0,1,0,0,40,15,0
13665,30,1,143392,8,13,0,3,4,3,0,0,0,40,15,0
13666,37,1,365465,10,9,4,5,3,3,1,0,0,70,6,0
13667,22,6,264710,8,13,2,0,5,3,0,0,0,40,15,0
13668,64,6,223830,2,5,2,3,1,3,0,0,0,38,15,0
13669,42,1,154374,10,9,0,1,2,3,1,0,0,50,15,1
13670,43,6,242521,10,9,0,5,2,3,1,0,0,40,15,0
13671,34,1,124569,3,10,3,3,1,3,0,0,0,40,15,0
13672,25,1,209230,10,9,2,2,5,3,0,0,0,6,15,0
13673,21,1,162228,3,10,2,3,5,3,1,0,0,40,15,0
13674,45,2,60267,10,9,0,3,2,3,1,0,0,40,15,1
13675,55,5,76901,4,12,0,9,2,3,1,0,0,55,15,1
13676,24,1,137876,10,9,2,5,5,3,1,0,0,50,15,0
13677,70,5,347910,3,10,0,9,2,3,1,0,0,35,15,0
13678,27,0,138917,8,13,2,11,1,3,1,0,0,35,15,0
13679,34,1,532379,3,10,0,5,2,3,1,0,0,40,15,0
13680,57,1,31532,8,13,0,1,2,3,1,0,0,40,15,0
13681,37,5,30973,10,9,0,9,2,3,1,0,0,40,15,0
13682,52,1,117295,0,2,0,9,2,3,1,0,0,50,15,1
13683,32,1,295282,10,9,0,5,2,3,1,0,0,48,15,0
13684,42,1,190786,5,11,0,5,2,3,1,0,0,40,15,0
13685,24,1,246207,8,13,2,12,5,0,0,0,0,40,15,0
13686,50,1,130780,10,9,0,13,2,0,1,0,0,40,15,0
13687,36,1,186212,4,12,0,5,2,3,1,0,0,50,15,0
13688,42,1,175526,10,9,0,12,2,3,1,0,0,40,15,0
13689,40,1,207025,10,9,2,3,1,3,0,6849,0,38,15,0
13690,39,2,82622,8,13,2,3,1,3,1,0,0,45,15,0
13691,51,1,199688,8,13,0,9,2,3,1,0,1977,60,25,1
13692,38,6,318886,8,13,0,6,2,0,1,0,0,52,15,0
13693,18,1,256005,10,9,2,2,5,3,1,0,0,40,15,0
13694,63,5,217715,9,3,2,10,1,3,0,0,0,3,15,0
13695,50,1,205803,1,14,0,10,2,3,1,15024,0,40,15,1
13696,82,5,240491,10,9,0,5,2,3,1,0,0,40,38,0
13697,33,1,154120,10,9,3,13,5,3,1,0,0,45,15,0
13698,37,1,69251,3,10,0,1,2,4,1,0,0,40,15,0
13699,24,1,333505,10,9,6,1,5,3,1,0,0,40,14,0
13700,31,1,168521,8,13,2,9,3,3,0,0,0,50,15,0
13701,59,1,193568,10,9,3,12,5,3,0,0,0,40,15,0
13702,18,1,426895,12,8,2,7,5,3,1,0,0,55,15,0
13703,47,5,131826,3,10,0,10,2,3,1,0,0,40,15,0
13704,48,1,79646,13,7,0,7,2,3,1,0,0,50,15,0
13705,27,1,167031,8,13,2,11,3,1,0,0,0,33,15,0
13706,34,1,73199,13,7,2,2,5,4,1,0,0,40,6,0
13707,50,1,114056,5,11,0,6,2,3,1,0,0,84,15,0
13708,57,5,110417,3,10,0,7,2,3,1,0,0,75,15,0
13709,60,1,33266,10,9,0,6,2,3,1,0,0,40,15,0
13710,39,1,154410,10,9,0,3,2,3,1,0,0,40,15,1
13711,56,8,154537,3,10,3,14,3,3,0,0,0,50,15,1
13712,18,1,27780,10,9,2,10,5,3,0,0,0,25,15,0
13713,26,1,142914,4,12,0,11,4,3,0,0,0,75,15,0
13714,37,1,190987,3,10,0,10,4,3,0,7298,0,40,15,1
13715,20,1,314422,10,9,2,10,5,3,0,0,0,30,15,0
13716,29,0,273771,1,14,2,11,1,3,1,0,0,45,15,0
13717,30,1,175083,10,9,3,1,1,3,1,0,0,52,15,0
13718,21,1,63665,3,10,2,2,5,3,1,0,0,15,15,0
13719,24,0,193416,3,10,2,6,5,3,0,0,0,40,15,0
13720,51,1,74275,10,9,0,12,2,3,1,0,0,40,15,0
13721,31,1,122609,10,9,3,3,3,3,0,0,0,40,15,0
13722,45,1,225456,8,13,0,11,2,3,1,0,1977,40,15,1
13723,36,0,116892,3,10,0,5,2,3,1,0,0,40,15,0
13724,29,1,196971,8,13,2,11,5,3,0,0,0,72,15,0
13725,20,1,105312,10,9,2,10,1,3,0,0,0,35,15,0
13726,46,1,108699,3,10,5,3,1,3,0,0,0,60,15,0
13727,44,1,171615,10,9,0,1,2,3,1,0,0,45,15,0
13728,39,1,388023,10,9,3,9,1,3,0,0,0,38,15,0
13729,39,1,181553,8,13,3,9,1,3,1,0,0,55,15,0
13730,45,1,170850,10,9,0,12,2,3,1,0,0,44,15,1
13731,28,1,187479,3,10,0,9,2,3,1,0,0,55,15,0
13732,44,1,277720,3,10,0,3,4,3,0,0,0,35,15,0
13733,48,0,493862,10,9,0,9,2,0,1,7298,0,38,15,1
13734,27,1,220754,10,9,2,3,1,3,0,0,0,70,15,0
13735,34,5,209768,10,9,0,9,2,3,1,0,0,40,15,0
13736,35,1,93225,10,9,0,5,2,3,1,0,0,40,15,0
13737,28,2,341709,10,9,2,5,1,3,1,0,0,40,15,0
13738,25,1,236242,11,15,2,11,1,3,0,0,0,30,15,0
13739,21,1,121889,3,10,2,10,5,0,0,0,0,20,15,0
13740,18,1,318190,13,7,2,2,5,3,1,0,0,15,15,0
13741,63,5,111306,15,4,5,7,3,3,0,0,0,10,15,0
13742,18,1,198614,13,7,2,10,5,0,0,0,0,8,15,0
13743,32,1,193231,10,9,0,5,2,3,1,0,0,40,15,0
13744,25,8,104614,13,7,2,14,3,3,0,0,0,40,15,0
13745,19,1,172368,13,7,2,1,5,3,1,0,0,20,15,0
13746,23,1,60331,3,10,2,1,1,3,1,0,0,60,15,0
13747,38,1,154568,1,14,0,9,2,4,1,0,0,40,25,0
13748,36,1,192939,1,14,0,11,2,3,1,0,1977,60,15,1
13749,43,1,138184,10,9,3,2,1,0,0,0,1762,35,15,0
13750,45,1,238567,8,13,0,9,2,3,1,0,0,40,16,1
13751,30,1,208068,10,9,0,5,2,1,1,0,0,40,41,0
13752,46,1,181810,10,9,0,5,2,0,1,4064,0,40,15,0
13753,24,2,283918,3,10,3,3,3,0,0,0,0,25,15,0
13754,42,1,107276,3,10,2,9,1,3,0,0,2444,40,15,1
13755,23,1,37783,3,10,2,10,5,3,0,0,0,40,15,0
13756,27,1,263552,10,9,2,3,1,3,1,0,0,50,15,0
13757,48,1,255439,3,10,2,13,1,3,1,0,0,40,15,0
13758,31,3,344275,10,9,2,5,1,3,1,0,0,44,15,0
13759,31,1,70568,0,2,2,2,0,3,0,0,0,25,27,0
13760,18,1,127827,12,8,2,10,5,3,0,0,0,25,15,0
13761,36,1,185203,10,9,2,10,1,3,0,0,0,40,15,0
13762,58,1,123436,8,13,0,9,2,3,1,7688,0,50,15,1
13763,51,5,136322,10,9,0,7,2,3,1,0,1579,40,15,0
13764,22,1,187052,10,9,2,3,5,3,0,0,0,40,15,0
13765,72,1,177769,14,6,0,10,2,3,1,0,0,15,15,0
13766,61,1,68268,14,6,0,7,2,3,1,0,0,55,15,0
13767,42,1,424855,3,10,0,12,2,3,1,3908,0,40,15,0
13768,37,2,81853,10,9,3,11,3,4,0,0,0,40,25,0
13769,30,3,153549,10,9,0,9,2,3,1,0,0,50,15,1
13770,40,1,271393,4,12,3,9,1,3,0,0,0,40,15,0
13771,20,1,198148,10,9,2,3,5,3,1,0,0,40,15,0
13772,65,1,469602,8,13,0,10,2,3,1,0,0,15,15,0
13773,36,1,163290,3,10,3,10,3,3,0,0,0,40,15,0
13774,37,1,295949,10,9,2,12,1,3,1,0,0,40,15,0
13775,33,5,125279,3,10,0,10,2,3,1,0,0,60,15,0
13776,64,0,182866,10,9,5,2,3,3,0,0,0,40,15,0
13777,61,5,111563,8,13,0,7,2,3,1,0,0,20,15,1
13778,38,1,34173,8,13,2,10,3,3,0,0,0,45,15,0
13779,27,1,183627,8,13,0,9,2,3,1,0,1977,50,15,1
13780,24,1,197757,8,13,2,11,5,4,0,0,0,40,6,0
13781,39,1,98941,8,13,2,11,1,3,1,0,0,40,15,1
13782,44,1,205474,8,13,0,10,2,3,1,0,0,40,15,1
13783,47,1,206659,3,10,3,3,0,3,0,0,0,40,15,0
13784,73,8,191394,11,15,0,14,2,3,1,0,0,40,15,0
13785,66,1,244661,8,13,0,3,2,4,1,0,0,40,6,0
13786,53,1,47396,3,10,0,3,2,3,1,0,0,50,15,1
13787,43,6,270721,8,13,0,9,2,3,1,0,0,55,15,1
13788,57,6,32694,6,16,0,11,2,3,1,0,0,40,15,1
13789,44,1,171256,4,12,3,12,5,3,0,0,0,45,15,0
13790,59,1,169982,8,13,0,9,2,3,1,0,2002,50,15,0
13791,52,5,217210,10,9,5,2,0,0,0,0,0,40,15,0
13792,46,1,218329,3,10,2,5,5,3,1,0,0,40,15,0
13793,20,1,386643,3,10,2,2,5,3,0,0,0,40,15,0
13794,37,2,125933,10,9,0,3,2,3,1,0,0,40,15,1
13795,41,5,155767,3,10,0,9,2,3,1,0,0,50,15,0
13796,39,2,432555,10,9,0,3,2,0,1,0,1628,40,15,0
13797,30,1,54929,10,9,0,10,2,3,1,0,0,55,15,0
13798,59,1,162136,3,10,3,12,1,3,1,0,0,56,15,0
13799,22,1,256504,8,13,2,3,5,3,0,0,0,40,15,0
13800,40,1,162098,10,9,3,3,3,3,0,0,0,30,15,0
13801,39,5,103110,8,13,0,11,2,3,1,0,0,50,15,0
13802,24,1,227610,14,6,3,13,3,3,0,0,0,58,15,0
13803,63,1,176696,10,9,0,5,2,3,1,0,0,40,15,1
13804,51,1,220019,4,12,3,11,1,3,0,0,0,40,15,0
13805,34,3,242984,8,13,2,9,1,3,1,0,0,50,15,0
13806,38,1,187847,5,11,0,9,2,3,1,0,0,50,15,1
13807,17,1,132636,13,7,2,10,5,3,0,0,0,15,15,0
13808,20,1,108887,3,10,2,3,5,3,0,0,0,25,15,0
13809,42,5,195897,10,9,0,5,2,3,1,0,0,40,15,0
13810,41,1,112181,8,13,0,10,4,3,0,0,0,12,15,1
13811,56,0,391926,10,9,0,9,2,3,1,0,0,40,15,0
13812,17,1,195505,14,6,2,10,5,3,1,0,0,5,15,0
13813,31,1,43819,8,13,0,11,4,3,0,7688,0,43,15,1
13814,23,1,145389,3,10,0,10,4,3,0,0,0,40,15,0
13815,33,8,186824,3,10,2,14,5,3,1,0,0,40,15,0
13816,36,0,101833,8,13,4,11,1,3,1,0,0,40,15,0
13817,37,1,82283,9,3,0,2,2,4,1,0,0,40,25,0
13818,52,1,99602,10,9,4,5,5,0,0,0,0,40,15,0
13819,28,1,213276,10,9,0,9,2,3,1,0,0,50,15,0
13820,59,1,424468,10,9,0,5,2,3,1,0,0,40,25,0
13821,30,1,176123,14,6,2,12,0,4,1,0,0,40,26,0
13822,32,1,38797,5,11,2,5,1,3,1,0,0,40,15,0
13823,30,1,101859,15,4,2,5,1,3,1,0,0,50,15,0
13824,53,1,87158,10,9,0,5,2,0,1,0,0,40,15,0
13825,54,5,205066,14,6,0,5,2,3,1,0,0,36,15,0
13826,26,1,56929,8,13,2,9,1,0,1,0,0,50,25,0
13827,34,1,25322,8,13,6,12,1,4,1,0,2339,40,25,0
13828,31,1,87950,5,11,3,10,1,2,0,0,0,40,15,0
13829,34,1,150154,10,9,2,3,5,3,1,0,0,40,15,0
13830,58,1,142076,10,9,3,0,1,3,1,4787,0,39,15,1
13831,30,6,112139,10,9,0,6,2,3,1,0,0,40,15,0
13832,53,1,149217,10,9,0,5,2,3,1,0,0,40,0,0
13833,27,1,189974,3,10,3,3,5,3,0,0,0,20,15,0
13834,23,1,109199,9,3,0,13,2,3,1,0,0,40,41,0
13835,24,1,190290,5,11,0,5,2,3,1,0,0,45,15,0
13836,36,1,189404,8,13,0,10,2,3,1,0,1977,35,15,1
13837,33,2,428271,10,9,3,3,3,0,0,0,0,35,15,0
13838,22,6,134192,3,10,2,0,5,3,0,0,0,10,15,0
13839,47,1,168211,10,9,0,5,2,3,1,0,0,44,15,0
13840,34,1,277314,4,12,0,10,2,0,1,0,1902,50,15,1
13841,44,2,316120,11,15,3,11,3,3,1,0,0,40,15,1
